name,industry,current_price,sales,operating_profit,profit_after_tax,net_profit,opm,eps,return_on_capital_employed,roce3yr_avg,sales_growth_3years,sales_growth_5years,profit_growth_3years,profit_growth_5years,eps_growth_3years,eps_growth_5years,sales_growth_10years,profit_growth_10years,eps_growth_10years,debt,net_worth,current_ratio,interest_coverage_ratio,working_capital,cash_equivalents,total_assets,debt_to_profit,leverage,altman_z_score,market_capitalization,price_to_sales,price_to_cash_flow,price_to_free_cash_flow,peg_ratio,evebitda,market_cap_to_sales,enterprise_value_to_ebit,intrinsic_value,graham
Shankara Build.,Trading,687.0,4828.0,151.0,80.0,81.0,3.13,33.0,17.53,14.44,33.0,14.0,79.0,20.0,76.0,19.0,10.0,11.0,10.0,87.0,798.0,1.67,4.31,578.0,34.0,1586.0,1.07,1.8,6.15,1666.0,0.34,170.55,61.44,1.03,11.04,0.34,12.3,699.0,498.0
Shantai Indust.,Trading,35.0,1.0,-0.0,-0.0,-0.0,-6.98,-0.0,-0.81,-0.54,44.0,-37.0,25.0,,25.0,,52.0,,,0.0,7.0,249.33,,7.0,1.0,8.0,0.0,1.04,3.83,5.0,4.09,131.81,-143.8,,-79.0,4.09,-79.0,,
Shanthala,Trading,72.0,41.0,0.0,0.0,0.0,0.24,0.0,10.34,9.97,2.0,,27.0,,-75.0,,,,,0.0,16.0,8.25,2.65,7.0,2.0,23.0,0.62,4.59,6.56,48.0,1.16,-3.1,-10.16,,72.44,1.16,76.0,12.0,18.0
Shanthi Gears,Engineering,629.0,536.0,102.0,82.0,82.0,18.99,11.0,33.86,29.89,35.0,17.0,60.0,20.0,60.0,22.0,13.0,16.0,17.0,0.0,345.0,3.38,,230.0,8.0,443.0,0.0,1.19,21.12,4825.0,8.97,132.64,151.08,2.89,39.08,8.97,43.79,204.0,104.0
Shanti Educat.,Miscellaneous,84.0,14.0,1.0,3.0,3.0,8.04,0.0,7.34,5.94,68.0,0.0,14.0,27.0,14.0,27.0,11.0,18.0,17.0,2.0,63.0,2.1,18.68,4.0,1.0,68.0,0.48,1.06,33.83,1360.0,95.15,-663.71,-1907.4,16.12,276.06,95.15,291.43,6.0,4.0
Shanti Guru Inds,Trading,18.0,0.0,-0.0,-0.0,-0.0,,-0.0,-0.7,-1.85,,,,,,,,5.0,5.0,0.0,14.0,3.05,,2.0,2.0,15.0,-3.1,1.06,4.06,23.0,,5.69,53.77,,-220.7,,-220.7,,
Shanti Overseas,Food - Processing - Indian,16.0,11.0,-2.0,-2.0,-2.0,-22.89,-1.0,-11.89,-10.97,-63.0,-43.0,,,,,,,,1.0,14.0,2.39,-11.06,8.0,1.0,20.0,-0.74,1.38,3.0,18.0,1.65,-17.22,1.77,,-10.66,1.65,-9.47,,
Shanti Spintex,Textiles - Cotton/Blended,64.0,506.0,25.0,13.0,13.0,4.87,8.0,21.6,16.48,65.0,,57.0,,17.0,,,,,22.0,77.0,1.5,6.54,50.0,5.0,194.0,1.71,3.14,4.69,108.0,0.21,14.94,69.72,,4.68,0.21,5.74,201.0,94.0
Shantidoot Infra,Construction,156.0,10.0,2.0,1.0,1.0,19.2,7.0,35.34,64.39,34.0,,140.0,,-66.0,,,,,0.0,6.0,3.63,56.67,4.0,2.0,7.0,0.08,1.43,10.09,28.0,2.81,15.18,56.54,,13.65,2.81,15.41,242.0,69.0
Sharanam Infra,Trading,1.0,2.0,0.0,0.0,0.0,1.7,0.0,0.27,-1.15,56.0,,,17.0,40.0,20.0,56.0,,,1.0,11.0,1.79,,11.0,0.0,25.0,25.0,1.4,1.6,7.0,3.75,-0.89,-2.6,12.77,243.33,3.75,365.0,0.0,0.0
Sharat Industrie,Aquaculture,56.0,302.0,21.0,6.0,6.0,7.0,2.0,9.81,9.43,6.0,9.0,32.0,15.0,28.0,13.0,8.0,9.0,8.0,96.0,84.0,1.42,1.81,133.0,5.0,204.0,16.27,2.39,4.21,134.0,0.46,-83.61,308.42,1.55,10.55,0.46,13.46,28.0,44.0
Sharda Cropchem,Pesticides / Agrochemicals - Indian,478.0,3163.0,283.0,32.0,32.0,8.94,4.0,3.36,16.75,10.0,10.0,-48.0,-31.0,-48.0,-31.0,15.0,-11.0,-11.0,18.0,2237.0,1.86,20.85,1368.0,88.0,4038.0,0.57,1.87,3.72,4313.0,1.35,12.53,68.62,-4.29,12.28,1.35,55.73,195.0,140.0
Sharda Ispat,Steel - Medium / Small,665.0,227.0,19.0,14.0,14.0,8.46,28.0,31.24,19.17,34.0,15.0,74.0,16.0,74.0,16.0,12.0,92.0,92.0,22.0,52.0,2.95,14.6,70.0,1.0,77.0,1.56,1.31,12.92,338.0,1.49,45.61,415.54,1.55,17.06,1.49,17.78,440.0,251.0
Sharda Motor,Auto Ancillaries,2264.0,2809.0,361.0,295.0,295.0,12.87,99.0,42.77,39.84,17.0,20.0,58.0,29.0,58.0,29.0,13.0,35.0,35.0,24.0,1025.0,1.77,179.52,455.0,265.0,1647.0,0.08,1.49,10.35,6731.0,2.44,18.51,89.44,0.81,14.7,2.44,16.65,2019.0,877.0
Shardul Sec.,Finance & Investments,253.0,173.0,163.0,98.0,98.0,94.11,56.0,28.96,10.84,94.0,91.0,85.0,202.0,85.0,202.0,40.0,22.0,22.0,10.0,671.0,11.75,429.29,29.0,28.0,697.0,0.1,0.87,3.39,443.0,2.44,21.22,120.29,0.02,2.47,2.44,2.47,414.0,695.0
Share India Sec.,Finance & Investments,292.0,1483.0,657.0,426.0,426.0,44.29,22.0,38.34,49.11,48.0,48.0,74.0,77.0,65.0,62.0,,,,403.0,1747.0,3.44,7.21,1614.0,2018.0,2868.0,0.95,1.35,6.07,5761.0,3.96,-18.92,-82.93,0.18,6.43,3.96,6.57,754.0,214.0
Sharika Enterpr.,Trading,23.0,78.0,1.0,2.0,2.0,1.54,0.0,5.9,2.19,16.0,27.0,243.0,26.0,243.0,26.0,22.0,23.0,7.0,17.0,25.0,1.73,1.77,35.0,1.0,56.0,11.13,2.11,5.83,99.0,1.28,132.52,116.21,2.52,37.33,1.28,49.14,9.0,7.0
Sharp Chucks and,Castings & Forgings,110.0,202.0,15.0,6.0,6.0,7.27,6.0,5.97,8.95,15.0,14.0,23.0,18.0,19.0,16.0,,,,84.0,60.0,1.07,,71.0,2.0,197.0,13.75,3.44,2.98,118.0,0.59,5.54,1697.14,1.07,13.33,0.59,23.52,97.0,85.0
Sharp India,Electronics - Consumer,87.0,0.0,-9.0,-18.0,-18.0,,-7.0,-1535.0,-1056.46,,,1.0,-11.0,1.0,-11.0,,,,100.0,-99.0,0.02,-1.07,-1.0,2.0,4.0,-5.61,-0.03,52.63,226.0,,-25.9,-25.04,,-35.71,,-35.05,,
Sharp Investment,Finance & Investments,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,196.0,9.0,,,,,3.0,,,0.0,28.0,1.49,,1.0,3.0,31.0,,1.08,2.35,20.0,75.42,29.71,30.32,,,75.42,,,
Sharpline Broadc,Miscellaneous,7.0,31.0,2.0,2.0,2.0,6.38,1.0,6.33,5.12,76.0,43.0,196.0,19.0,,,,,,10.0,22.0,0.77,24.11,5.0,0.0,43.0,6.68,2.01,2.2,11.0,0.37,1.48,3.27,0.4,7.77,0.37,10.14,21.0,16.0
Shashank Traders,Trading,24.0,0.0,-0.0,-0.0,-0.0,,-1.0,-4.17,-5.77,,,,,,,,,,3.0,2.0,0.97,,3.0,0.0,5.0,-17.81,2.31,3.33,7.0,,-41.7,-125.09,,-64.63,,-64.63,,
Shashijit Infra.,Construction,7.0,27.0,2.0,0.0,-1.0,8.08,-0.0,5.68,5.82,18.0,1.0,50.0,13.0,50.0,13.0,-5.0,-15.0,-48.0,12.0,11.0,1.22,1.19,14.0,0.0,36.0,-19.15,3.3,3.35,34.0,1.28,25.36,-47.3,8.24,20.21,1.28,34.58,,
Shashwat Furnis.,Miscellaneous,42.0,3.0,-1.0,-1.0,-1.0,-16.99,-4.0,-13.64,2.38,,,,,,,,,,2.0,3.0,2.59,-4.29,3.0,0.0,5.0,-1.71,1.4,4.22,9.0,2.9,-3.08,-3.68,,-20.44,2.9,-14.0,,
Sheela Foam,Miscellaneous,930.0,2982.0,304.0,138.0,184.0,10.2,17.0,7.97,13.11,7.0,8.0,-15.0,1.0,-18.0,-1.0,9.0,17.0,4.0,1493.0,2920.0,0.76,3.86,102.0,49.0,5322.0,8.12,1.37,4.58,10109.0,3.42,25.12,-16.87,71.24,30.56,3.42,43.91,284.0,319.0
Sheetal Cool,Food - Processing - Indian,557.0,353.0,43.0,21.0,21.0,12.33,20.0,19.66,21.41,15.0,9.0,91.0,43.0,91.0,43.0,,,,84.0,115.0,1.95,4.17,159.0,5.0,235.0,4.01,2.01,7.48,584.0,1.65,19.44,180.77,0.65,14.26,1.65,17.79,200.0,221.0
Sheetal Univer.,Food - Processing - Indian,58.0,135.0,5.0,2.0,2.0,3.93,2.0,22.34,16.96,53.0,,103.0,,36.0,,,,,15.0,27.0,2.95,3.11,36.0,1.0,51.0,7.29,4.32,6.56,66.0,0.49,-2.46,-6.28,,15.27,0.49,18.07,,
Shekhawati Poly.,Textiles - Processing,4.0,77.0,16.0,11.0,154.0,20.94,4.0,35.14,-8.04,39.0,-12.0,44.0,26.0,44.0,26.0,-14.0,5.0,-0.0,1.0,7.0,1.17,275.75,5.0,0.0,44.0,0.01,10.48,8.81,149.0,2.11,13.12,6.32,0.57,8.38,2.11,14.73,3.0,5.0
Shelter Infra,Miscellaneous,12.0,2.0,-0.0,-0.0,-0.0,-15.24,-1.0,-0.79,-1.3,-18.0,-15.0,,,,,-14.0,,,18.0,4.0,0.76,-17.0,8.0,1.0,41.0,-92.68,11.39,0.54,4.0,2.45,25.34,43.43,,-261.63,2.45,-123.12,,
Shelter Pharma,Pharmaceuticals - Indian - Bulk Drugs,50.0,40.0,9.0,6.0,6.0,21.44,5.0,51.14,50.14,21.0,,437.0,,87.0,,,,,1.0,32.0,20.22,166.6,28.0,5.0,38.0,0.09,1.48,6.29,58.0,1.44,-31.29,-62.46,,6.2,1.44,6.39,112.0,61.0
Shemaroo Entert.,Entertainment / Electronic Media Software,147.0,707.0,-0.0,-40.0,-40.0,-0.04,-15.0,-0.1,3.0,31.0,4.0,-48.0,,-48.0,,10.0,,,334.0,553.0,2.09,-0.03,825.0,0.0,1022.0,-8.37,1.86,3.04,400.0,0.57,15.67,61.35,,158.64,0.57,-781.39,,
Shera Energy,Mining / Minerals / Metals,181.0,875.0,51.0,10.0,14.0,5.87,5.0,20.09,17.59,28.0,,28.0,,23.0,,,,,120.0,107.0,1.31,1.55,159.0,16.0,444.0,8.52,3.83,4.55,413.0,0.47,10.67,30.54,,9.72,0.47,10.86,138.0,74.0
Shervani Indl Sy,Construction,601.0,143.0,30.0,31.0,31.0,20.95,114.0,20.37,11.84,65.0,13.0,64.0,-3.0,64.0,-0.0,44.0,49.0,51.0,32.0,155.0,3.11,225.93,132.0,16.0,230.0,1.02,1.59,3.9,162.0,1.17,-19.52,-61.68,-1.82,5.21,1.17,5.37,1562.0,1214.0
Sheshadri Indus.,Textiles - Products,15.0,25.0,-3.0,-4.0,-3.0,-11.38,-5.0,-17.49,30.54,-7.0,-3.0,,9.0,,9.0,-16.0,,,28.0,-19.0,0.19,-1.18,-21.0,0.0,35.0,-11.11,-2.0,-0.63,7.0,0.29,-6.35,1.27,,-126.14,0.29,-17.06,,
Shetron,Packaging,111.0,240.0,23.0,7.0,7.0,9.7,7.0,15.31,15.86,12.0,8.0,74.0,24.0,74.0,24.0,6.0,24.0,24.0,61.0,56.0,1.47,2.04,67.0,6.0,157.0,9.27,2.72,3.94,100.0,0.42,5.11,18.5,0.63,6.44,0.42,8.62,77.0,101.0
Shigan Quantum,Auto Ancillaries,103.0,152.0,13.0,5.0,5.0,8.5,3.0,13.38,18.59,17.0,17.0,14.0,15.0,-41.0,-26.0,,,,45.0,65.0,1.77,2.59,93.0,10.0,152.0,8.3,2.37,4.57,187.0,1.23,-15.11,-10.03,2.29,14.68,1.23,18.68,49.0,49.0
Shilchar Tech.,Electric Equipment,5797.0,397.0,113.0,92.0,92.0,28.55,120.0,74.63,50.68,50.0,27.0,155.0,64.0,155.0,64.0,15.0,36.0,36.0,0.0,210.0,3.07,588.24,164.0,60.0,292.0,0.0,1.12,28.62,4421.0,11.14,57.61,144.88,0.75,34.58,11.14,35.31,3333.0,863.0
Shilp Gravures,Mining / Minerals / Metals,163.0,78.0,10.0,11.0,11.0,13.35,18.0,15.53,12.35,7.0,1.0,10.0,9.0,10.0,9.0,4.0,10.0,10.0,3.0,98.0,5.16,59.28,47.0,2.0,114.0,0.3,1.11,4.19,100.0,1.28,11.24,26.66,0.94,5.25,1.28,6.8,185.0,256.0
Shilpa Medicare,Pharmaceuticals - Indian - Formulations,571.0,1152.0,240.0,31.0,32.0,20.82,4.0,5.27,3.92,9.0,9.0,-33.0,-20.0,-34.0,-21.0,7.0,-8.0,-10.0,937.0,1809.0,1.26,1.53,559.0,30.0,3093.0,29.34,1.66,4.45,5588.0,4.86,41.36,-54.45,-9.16,26.24,4.86,46.45,108.0,131.0
Shine Fashions,Trading,177.0,54.0,5.0,4.0,4.0,9.72,14.0,63.02,30.83,99.0,,157.0,,157.0,,,,,1.0,10.0,1.68,176.67,11.0,0.0,26.0,0.25,1.99,6.98,50.0,0.91,45.89,-2124.0,,9.48,0.91,9.51,443.0,107.0
Shipping Land,Miscellaneous,80.0,17.0,-26.0,47.0,47.0,-150.52,1.0,1.72,1.42,,,,,,,,,,0.0,3222.0,3.98,5511.0,817.0,3.0,3498.0,0.0,1.07,3.36,3750.0,220.05,-9.99,,,67.85,220.05,68.7,65.0,40.0
Shish Industries,Plastics Products,138.0,85.0,11.0,8.0,8.0,12.34,2.0,21.34,22.56,45.0,51.0,85.0,57.0,76.0,51.0,,83.0,,13.0,59.0,2.82,15.69,56.0,7.0,84.0,1.57,1.15,12.59,491.0,5.73,-30.4,-41.24,1.02,37.63,5.73,41.12,83.0,30.0
Shiva Cement,Cement - South India,50.0,347.0,39.0,-68.0,-68.0,11.22,-2.0,0.77,-2.9,130.0,64.0,,,,,19.0,,,1423.0,-147.0,0.5,0.1,-114.0,10.0,1542.0,-20.83,-9.99,1.56,1483.0,4.28,5.87,-4.75,,70.03,4.28,293.68,,
Shiva Global,Fertilizers,46.0,395.0,-10.0,-19.0,-25.0,-2.62,-18.0,6.94,10.99,3.0,4.0,-5.0,1.0,-5.0,1.0,1.0,2.0,2.0,108.0,107.0,2.07,-0.94,207.0,17.0,269.0,18.93,2.66,3.08,46.0,0.12,-2.64,-5.75,,-15.08,0.12,-11.41,,
Shiva Granito,Mining / Minerals / Metals,15.0,5.0,0.0,1.0,1.0,7.17,1.0,13.75,6.31,-5.0,-19.0,,24.0,93.0,24.0,8.0,21.0,,5.0,15.0,1.7,4.77,8.0,0.0,23.0,6.46,2.22,3.1,19.0,3.58,2.65,41.13,0.97,14.84,3.58,16.64,8.0,13.0
Shiva Mills,Textiles - Spinning - Synthetic / Blended,93.0,158.0,3.0,-3.0,-3.0,1.68,-4.0,-3.07,5.0,4.0,-2.0,,,,,,,,10.0,96.0,2.27,-4.17,41.0,1.0,123.0,-3.17,1.24,3.75,81.0,0.51,-4.62,-46.33,,25.36,0.51,-28.4,,
Shiva Texyarn,Textiles - Cotton/Blended,172.0,335.0,8.0,-11.0,-11.0,2.24,-9.0,-1.17,4.76,-1.0,-1.0,,,,,-4.0,,,105.0,123.0,0.97,-0.24,65.0,4.0,289.0,-9.48,2.43,3.23,223.0,0.66,58.88,10.58,,26.66,0.66,-118.18,,
Shivagrico Impl.,Castings & Forgings,23.0,44.0,3.0,0.0,0.0,5.99,0.0,4.96,5.67,5.0,11.0,-11.0,16.0,-11.0,16.0,5.0,-2.0,-2.0,19.0,7.0,0.99,1.15,16.0,2.0,29.0,274.0,3.84,3.35,12.0,0.27,13.81,10.15,10.5,11.2,0.27,23.2,4.0,7.0
Shivalic,Electric Equipment,311.0,82.0,13.0,7.0,7.0,15.51,71.0,26.0,17.81,,,,,,,,,,24.0,25.0,1.63,4.95,30.0,1.0,58.0,3.29,2.43,10.05,241.0,2.99,185.43,698.75,,20.2,2.99,22.28,,
Shivalik Bimetal,Mining / Minerals / Metals,592.0,449.0,102.0,81.0,81.0,22.78,14.0,33.79,35.51,30.0,18.0,50.0,29.0,50.0,29.0,19.0,35.0,35.0,31.0,328.0,4.03,25.78,225.0,38.0,408.0,0.39,1.17,17.16,3412.0,7.57,50.1,176.14,1.47,27.67,7.57,30.16,194.0,134.0
Shivalik Rasayan,Pesticides / Agrochemicals - Indian,637.0,273.0,39.0,16.0,18.0,14.35,11.0,5.8,8.56,11.0,10.0,-2.0,4.0,-6.0,1.0,,,,76.0,508.0,1.86,4.03,188.0,38.0,692.0,4.21,1.25,4.17,991.0,3.62,-155.57,-16.35,16.13,23.75,3.62,33.31,239.0,278.0
Shivam,Trading,49.0,147.0,3.0,1.0,1.0,2.28,1.0,10.24,10.24,,,,,,,,,,16.0,3.0,1.22,3.62,15.0,0.0,41.0,13.1,2.34,7.63,84.0,0.57,18.1,,,25.48,0.57,36.14,,
Shivam Autotech,Auto Ancillaries,41.0,470.0,43.0,-50.0,-50.0,9.22,-4.0,2.82,4.06,-1.0,-6.0,,,,,2.0,,,211.0,56.0,0.56,0.2,66.0,1.0,565.0,-4.2,10.98,2.58,500.0,1.06,15.06,9.8,,14.95,1.06,62.59,,
Shivansh Finserv,Finance & Investments,5.0,0.0,-0.0,0.0,0.0,-73.91,0.0,2.3,1.67,-46.0,,-14.0,,-14.0,,,,,26.0,7.0,7.6,1.21,23.0,8.0,33.0,512.0,4.12,1.38,3.0,6.26,-0.29,-0.38,,31.74,6.26,32.73,3.0,4.0
Shoora Designs,Diamond Cutting / Jewellery,46.0,4.0,0.0,-0.0,-0.0,0.68,-0.0,1.26,73.18,,,,,25.0,,,,,0.0,3.0,31.27,,3.0,0.0,3.0,0.0,1.06,6.78,7.0,1.55,-3.58,-6.37,,222.33,1.55,333.5,,
Shoppers Stop,Textiles - Products,748.0,4317.0,717.0,81.0,77.0,16.61,7.0,11.84,10.23,35.0,4.0,32.0,5.0,32.0,4.0,2.0,28.0,27.0,2785.0,301.0,0.81,1.49,-35.0,17.0,5294.0,36.05,16.42,3.58,8220.0,1.9,14.65,23.22,21.99,14.23,1.9,32.76,46.0,66.0
Shraddha Prime,Construction,114.0,84.0,10.0,7.0,7.0,11.59,3.0,8.55,8.55,,,,,,,,,,104.0,55.0,2.04,1066.0,159.0,1.0,214.0,15.78,3.17,3.54,231.0,2.76,-3.49,,,31.18,2.76,31.29,97.0,44.0
Shradha AI Tech,Trading,92.0,17.0,7.0,6.0,6.0,41.81,3.0,17.75,17.56,230.0,55.0,249.0,64.0,,,,,,0.0,56.0,27.88,288.67,31.0,10.0,59.0,0.05,0.91,8.91,225.0,13.06,57.86,72.95,0.55,24.72,13.06,24.9,26.0,37.0
Shradha Infrapr.,Construction,139.0,110.0,22.0,19.0,20.0,19.68,9.0,10.15,5.62,345.0,61.0,126.0,46.0,126.0,46.0,,,,152.0,92.0,1.51,165.8,196.0,3.0,288.0,7.57,2.94,3.49,282.0,2.53,11.13,-89.16,0.32,15.1,2.53,17.2,118.0,97.0
Shree Bhavya,Textiles - Processing,21.0,171.0,11.0,2.0,2.0,6.21,2.0,11.27,10.18,6.0,-6.0,301.0,7.0,301.0,7.0,-3.0,23.0,23.0,58.0,33.0,1.42,1.33,79.0,2.0,155.0,29.84,4.76,2.43,20.0,0.12,2.22,2.07,1.45,6.88,0.12,7.46,27.0,40.0
Shree Cement,Cement - North India,28252.0,20521.0,4517.0,2396.0,2396.0,22.01,664.0,14.69,13.26,15.0,10.0,2.0,16.0,2.0,15.0,14.0,10.0,10.0,1656.0,20703.0,1.99,12.45,6885.0,422.0,27953.0,0.69,1.31,8.27,101934.0,4.96,30.43,-4139.6,2.69,20.15,4.96,32.02,10649.0,9259.0
Shree Ganesh Bio,Pharmaceuticals - Indian - Bulk Drugs & Formln,1.0,20.0,-0.0,1.0,1.0,-0.99,0.0,1.37,3.9,6.0,28.0,5.0,-19.0,5.0,-19.0,25.0,14.0,-10.0,0.0,63.0,6.92,,63.0,0.0,74.0,0.0,1.22,3.55,46.0,2.3,4.59,5.76,-3.94,53.73,2.3,53.73,0.0,1.0
Shree Ganesh Rem,Pharmaceuticals - Indian - Bulk Drugs & Formln,815.0,126.0,42.0,28.0,28.0,33.21,22.0,27.59,28.26,37.0,29.0,42.0,35.0,42.0,35.0,21.0,24.0,1.0,36.0,122.0,3.75,64.62,59.0,16.0,171.0,1.3,1.29,12.74,1046.0,8.36,34.46,-84.76,1.06,23.9,8.36,27.66,671.0,217.0
Shree Hanuman Sg,Sugar,17.0,0.0,-0.0,-0.0,-0.0,,-0.0,-0.12,-12.07,,,13.0,13.0,13.0,13.0,,6.0,6.0,56.0,153.0,0.02,,-29.0,0.0,239.0,-214.42,1.56,0.95,31.0,,-255.45,-75.38,,-331.92,,-331.92,,
Shree Karni,Textiles - Products,610.0,137.0,25.0,15.0,15.0,18.59,21.0,,0.0,,,,,,,,,,79.0,,1.42,5.7,88.0,26.0,164.0,5.16,,,431.0,3.15,-58.06,,,18.49,3.15,20.98,155.0,212.0
Shree Marutinand,Trading,217.0,92.0,4.0,3.0,3.0,4.45,8.0,42.13,30.89,37.0,,171.0,,6.0,,,,,6.0,16.0,2.51,6.69,22.0,2.0,33.0,2.24,6.04,8.4,75.0,0.82,-10.76,-43.4,,18.62,0.82,18.98,218.0,97.0
Shree Metalloys,Trading,37.0,95.0,1.0,1.0,1.0,0.87,1.0,8.79,8.35,25.0,17.0,9.0,28.0,9.0,28.0,7.0,12.0,12.0,0.0,9.0,43.63,10.71,8.0,3.0,9.0,0.0,0.99,16.68,19.0,0.2,-22.9,9.8,1.37,16.36,0.2,21.37,11.0,19.0
Shree Mfg. Co.,Textiles - Cotton/Blended,16.0,0.0,-0.0,-0.0,-0.0,,-0.0,,0.0,,,,-15.0,,-0.0,,,,2.0,-3.0,0.02,-0.62,-0.0,0.0,0.0,-5.97,-0.01,421.43,13.0,,-119.07,-302.25,,-116.31,,-116.31,,
Shree OSFM,Miscellaneous,170.0,118.0,13.0,8.0,8.0,11.24,6.0,36.72,21.89,59.0,,122.0,,5.0,,,,,9.0,20.0,1.5,64.06,16.0,1.0,42.0,1.14,2.06,14.02,242.0,2.05,65.37,-60.99,,17.69,2.05,22.99,,
Shree Pacetronix,Healthcare,224.0,22.0,6.0,3.0,3.0,26.32,9.0,34.1,31.56,43.0,25.0,307.0,117.0,307.0,117.0,11.0,31.0,31.0,4.0,13.0,1.85,13.49,11.0,1.0,22.0,1.3,1.47,9.08,81.0,3.63,-666.0,479.52,0.2,14.05,3.63,16.73,167.0,87.0
Shree Precoated,Construction,15.0,0.0,-1.0,-1.0,-1.0,,-1.0,,0.0,,,,,,,,,,0.0,-2.0,0.15,,-3.0,0.0,5.0,0.0,-3.49,0.49,6.0,,-307.5,-615.0,,-10.69,,-10.69,,
Shree Ram Prote.,Solvent Extraction,1.0,15.0,-8.0,-10.0,-10.0,-55.52,-0.0,-9.84,4.71,-54.0,-38.0,,,,,,,,37.0,46.0,2.22,-6.07,77.0,0.0,98.0,-3.86,2.2,2.29,51.0,3.42,85.68,9.45,,-11.12,3.42,-10.07,,
Shree Rama News.,Miscellaneous,20.0,47.0,7.0,-33.0,-48.0,13.92,-3.0,0.77,0.29,-44.0,-38.0,16.0,,16.0,,-19.0,4.0,6.0,364.0,92.0,1.6,0.1,109.0,0.0,600.0,-7.53,6.64,1.32,291.0,6.26,22.33,19.95,,83.88,6.26,177.47,,
Shree Securities,Finance & Investments,0.0,1.0,-14.0,-14.0,-59.0,-1908.45,-1.0,-82.93,-27.51,18.0,-16.0,,,,,18.0,,,0.0,9.0,3.61,,2.0,3.0,10.0,0.0,1.93,1.76,29.0,40.46,124.9,-156.7,,-1.89,40.46,-1.89,,
Shree Tirupati,Packaging,695.0,161.0,23.0,14.0,14.0,14.23,14.0,20.5,15.26,11.0,6.0,43.0,17.0,43.0,17.0,15.0,20.0,-9.0,74.0,78.0,1.7,4.31,106.0,1.0,159.0,5.21,1.84,10.04,704.0,4.37,-52.55,-87.0,2.91,30.51,4.37,33.92,118.0,155.0
Shree Vasu Logis,Miscellaneous,236.0,123.0,33.0,3.0,3.0,26.58,3.0,19.55,16.9,23.0,28.0,-2.0,15.0,-2.0,15.0,,,,47.0,32.0,0.85,1.39,16.0,1.0,144.0,15.09,4.42,4.65,271.0,2.2,10.35,30.85,5.83,9.3,2.2,21.74,70.0,41.0
Shreeji Translog,Miscellaneous,27.0,250.0,19.0,16.0,16.0,7.51,2.0,27.79,22.0,32.0,15.0,160.0,32.0,161.0,32.0,12.0,44.0,11.0,47.0,56.0,2.02,5.37,70.0,5.0,120.0,2.87,2.01,6.64,188.0,0.75,237.31,57.86,0.36,7.47,0.75,8.72,28.0,20.0
Shreeoswal Seeds,Miscellaneous,27.0,269.0,1.0,-4.0,-4.0,0.37,-0.0,0.62,9.21,19.0,16.0,,,,,,,,64.0,40.0,1.35,0.1,93.0,3.0,124.0,-15.35,3.14,6.73,248.0,0.92,-16.13,-246.41,,277.5,0.92,522.07,,
Shreeshay Engi.,Construction,30.0,18.0,1.0,1.0,1.0,7.17,1.0,6.45,3.67,36.0,17.0,33.0,6.0,33.0,6.0,,37.0,11.0,0.0,24.0,2.14,147.0,23.0,2.0,44.0,0.0,1.01,3.33,39.0,2.17,16.72,13.13,6.15,25.33,2.17,25.33,39.0,18.0
Shreevatsaa Fin.,Finance & Investments,23.0,1.0,1.0,0.0,0.0,62.07,0.0,2.62,2.51,-5.0,-0.0,-10.0,12.0,-10.0,12.0,-11.0,6.0,6.0,0.0,22.0,98.13,,22.0,1.0,23.0,0.0,1.0,4.34,23.0,26.7,136.65,11.06,4.41,38.84,26.7,38.84,9.0,15.0
Shrenik,Trading,1.0,34.0,-113.0,-109.0,-109.0,-331.18,-2.0,-140.84,-46.01,-55.0,-47.0,,,,,-17.0,,,124.0,-176.0,0.01,-241.11,-52.0,1.0,3.0,-1.14,-0.76,-199.66,71.0,2.08,0.57,4.89,,-1.8,2.08,-1.79,,
Shreyans Inds.,Paper,276.0,699.0,98.0,87.0,87.0,13.96,63.0,31.27,22.73,24.0,4.0,115.0,14.0,115.0,14.0,6.0,22.0,22.0,34.0,383.0,2.46,28.0,217.0,6.0,560.0,0.39,1.36,4.45,381.0,0.54,4.83,7.63,0.32,3.07,0.54,3.42,556.0,628.0
Shreyas Interm.,Dyes And Pigments,10.0,0.0,-0.0,-2.0,-2.0,,-0.0,-5.54,-5.2,,,-3.0,8.0,-3.0,13.0,,7.0,7.0,8.0,18.0,4.74,,7.0,0.0,28.0,-4.9,1.58,5.6,74.0,,154.73,-139.26,,721.25,,-54.78,,
Shreyas Shipping,Shipping,336.0,282.0,24.0,-51.0,-51.0,8.45,-23.0,-0.8,15.99,-20.0,-15.0,,,,,-5.0,,,405.0,767.0,1.32,-0.27,148.0,17.0,1247.0,-7.94,1.7,2.15,739.0,2.62,39.02,-7.17,,16.17,2.62,-113.12,,
Shri Balaji,Engineering,244.0,83.0,14.0,8.0,8.0,17.28,10.0,34.6,25.47,72.0,,553.0,,33.0,,,,,31.0,30.0,2.15,8.64,40.0,7.0,85.0,3.69,6.34,6.39,199.0,2.47,-38.02,-23.08,,15.4,2.47,17.93,369.0,103.0
Shri Gang Indus,Breweries & Distilleries,74.0,266.0,30.0,12.0,15.0,11.26,8.0,27.65,22.75,102.0,127.0,74.0,47.0,51.0,33.0,,,,128.0,-30.0,0.35,2.52,-18.0,2.0,163.0,8.67,-5.53,3.0,132.0,0.48,8.8,-8.82,0.23,8.33,0.48,10.04,,
